Name,Review count,Category,Rating,Price,Latitude,Longitude,Review,Rating binary,Neighborhood
Jackson Fillmore Trattoria,533,Italian,4.0,$$,37.7927,-122.43429,"['I love the smaller, intimate, no fuss ambience of this place.  The bruschetta gets 5 stars for sure...it is simple, fresh and just the perfect size!  We...', 'Nothing better than discovering a vibrant, authentic mom and pop place just under your nose! \n\nIf you like fresh, homemade, amply portioned Italian food -...', ""BEST PASTA IN SF! I can't say enough good things about this place. Whenever we go, it's like being surrounded by friends and family. The Gnocchi is probably...""]",4.0,
Tasty Pot,532,Taiwanese,4.0,$$,37.7827072888613,-122.468120008707,,4.0,
Wasabi Bistro,531,Sushi Bars,4.0,$$,37.7604103,-122.4351501,"[""This place is seriously the best place in the castro! My friends and I come here about every other month. We start off with their AYCD that's $10/person. It..."", 'Came here with friends for the $10 AYCD. We arrived around 3:45pm on a Saturday afternoon, so the restaurant was pretty empty and the waiter quickly took...', 'The food here is okay but the all you can drink is amazing! \n\nThe service here is great and super accommodating!! I came here for a birthday party and they...']",4.0,
Wasabi Bistro,531,Sushi Bars,4.0,$$,37.7604103,-122.4351501,"[""This place is seriously the best place in the castro! My friends and I come here about every other month. We start off with their AYCD that's $10/person. It..."", 'Came here with friends for the $10 AYCD. We arrived around 3:45pm on a Saturday afternoon, so the restaurant was pretty empty and the waiter quickly took...', 'The food here is okay but the all you can drink is amazing! \n\nThe service here is great and super accommodating!! I came here for a birthday party and they...']",4.0,
Prubechu,529,Guamanian,4.5,$$,37.761345,-122.419646,"['Treat yourself to an island vacation like no other, without even leaving the city. 10/10 dining experience, the friendly staff and unique atmosphere truly...', ""Quite possibly had the worst experience at this restaurant, which is sad because the food was incredible.\n\nIt was my friend's birthday and we booked this..."", ""I can't stop thinking about Prubechu's Koko Wings. It was one of the best-tasting and most memorable chicken wing experiences ever. So gooood!!!\n\nThe crust...""]",4.5,
Thai Nghiep Ky Mi Gia,522,Vietnamese,4.5,$$,37.753965,-122.479139,"[""Super super nice and Friendly staff . Clean resturant. \nIt was my first time here . They have varieties of items in their menu but honestly I don't know any..."", 'If you been to Hai Ky then you know what the hype is about. Thai Nghiep is similar to hai ky. \nI prefer thick egg noodle over thin. I love the thick...', 'Parking is so difficult in the area. After doing a few rounds and avoiding an argument over a parking slot, I was so ready to eat. \n\nI got the #7 - Braised...']",4.5,
Kitchen Istanbul,521,Greek,4.5,$$$,37.782849,-122.46321,"['This place has such a beautiful asthetic\nLamb Chops - was just delicious  and we mainly came here as I was craving for künefe ...\nRoasted Cauliflower was...', ""When we go out to eat we either dine or simply go to an eatery.  Our intention in coming here was to dine, but their inclusion of a patron's yapping and..."", 'A wonderful experience!\n\nWe were not planning on eating out, we were walking and dropped in.\n\nThe restaurant was fully booked, but the owner kindly gave us...']",4.5,
The Crew,505,Korean,4.0,$$,37.7543406605787,-122.478169364418,"['I was coming back from classes when I stumbled across this place! The place was quite busy, but the service was still good and attentive. I ordered the...', 'We were looking for ""snack"" kind food and found ourself here @The Crew recommended by Yelpers. This is very homey neighborhood divey-ish Korean spot. \nWe...', 'This was my first time trying The Crew and the first thing I noticed when I went in was that the interior is very comfortable and home-like. I had a big...']",4.0,
NOVY Restaurant,498,Mediterranean,4.0,$$,37.75153,-122.43212,"['Highs:\n- We liked everything we ordered: the chicken wrap (gyro), Athenian pasta, and moussaka. Each plate was filling enough for one person. \n- We tried...', 'We made an 8pm outdoor reservation online.  The food was great, the service was friendly, and the outdoor set up was quite pleasant.  The only downside is...', ""Best dolmas that I have ever had, and I've had quite a few.  We came and had  sort of a small plates dinner with dolmas, halloumi cheese, hummus and one...""]",4.0,
My Father's Kitchen,498,Vietnamese,3.5,$$,37.78503492994844,-122.44000719877698,"[""Tasty and affordable! Honestly the best peanut sauce I've ever had and the meat is pretty great"", ""I love this place, but I don't like how they run the pick up orders.  There are three people stand at the register, only one person is in charge.  It makes..."", ""With all of this rain and this chilly weather, what could be more comforting than a hot, delicious bowl of noodle soup?\n\nI've had My Father's Kitchen on my...""]",3.5,
JIJIME,496,Korean,4.5,$$,37.7806549278456,-122.478949574806,"['Came here for a late lunch. I was greeted and seated immediately. I got the tonkatsu ramen. It came out fairly quickly and piping hot.\nIt was very filling...', ""Interesting food concept Korean Asian fusion and they advertise as such & I'm not sure what that is exactly. Scanning the menu, it's predominately Korean..."", 'The boyfriend and I had dinner here before we went to our show at the Palace theater. it was only 12 min away, so location was good for us, and when I saw...']",4.5,
Death by Taco,495,Tacos,4.0,$$,37.7757568769427,-122.393562863754,"['My first visit - and I was super impressed.\nThe restaurant was empty when I came in except for 1 person at the bar.\nI came in craving tacos and man, I was...', 'Came here after an event because it was the closest restaurant. The place had cute decor and goes hard with the puns on the menu for the names of the tacos....', 'We had a reservation here for the evening of September 8th (which they confirmed) when we arrived there was a notice taped to the door explaining they had...']",4.0,
The Social Study,493,Wine Bars,4.0,$$,37.78415028018488,-122.43246464110408,"['Stopped by here last Friday before dinner to grab a few drinks. \n\nThis bar is super cute - the music was great and the ambiance/ decorations of the bar were...', 'I used to live in Webster Tower and always loved popping into The Social Study. It is all the vibes I want in a bar---cool music, friendly staff, great...', 'The ""study"" thing is a lie, just a cute marketing ploy to get you in the door, which i learned after driving considerably to get there with a project to do....']",4.0,
Jin Mi Korean Cuisine,492,Korean,4.0,$$,37.78162,-122.41682,"[""My favorite Korean dish is Galbi and I've enjoyed Jin Mi's every week for 3 weeks in a row :)\n\nThe dish comes with a small side of banchan that comes with..."", ""I haven't been back since the great COVID shut down.  Today, I ordered take out.  I had the sweet honey popcorn chicken with fries.  It was not drenched in..."", 'Solid Korean food in SF at a good price point! The restaurant itself looks pretty unassuming, but they definitely serve up some delicious homey Korean...']",4.0,
Yuanbao Jiaozi,487,Chinese,4.5,$$,37.76356,-122.48067,"['I have been wanting to try this place for a while and finally got to when my friends came to visit in SF!\nWe ordered the Pork & Napa Dumplings, Shrimp Chive...', 'There are advantages when a restaurant opts for a limited, and focused menu. In this case we have Dumplings, several Traditional Sides, and a Soup with 2...', ""A really good, no frills asian spot with some flavorful food!! The menu is small but special, with a lot of cool dumpling fillings I haven't tried before....""]",4.5,
Bacon Bacon Cafe - San Francisco,487,Breakfast & Brunch,4.0,$$,37.76724504605259,-122.44667232883556,"['Got the Too to Go surprise bag   Got a Bacon Scone ($2.75) and The Breakfast Burrito ($10).  \n\nThe scone when heated up was really good especially if you...', 'I was taking a stroll around the neighborhood, and I happened upon this spot with a sign that said voted best breakfast burrito, so I was immediately...', 'Such friendly staff. Christine had to pee so bad and they  kindly welcomed her even before we decided to order. I really love my breakfast sandwich so this...']",4.0,
Berber,484,Mediterranean,4.0,$$,37.79621059999999,-122.42222020213788,"[""This was the most interesting, best executed meal that I've had in San Francisco in a few years. Great as a date night location, the ambiance is pleasant,..."", 'I went here recently for no special occasion, just wanted to try it out since I had heard good things about the restaurant and experience! I had the...', 'Last night I had a celebratory dinner with my closest friends, and we couldnt have chosen a better place, as \nBerber delighted all the senses. \nThe elegant...']",4.0,
California Fish Market Restaurant,477,Seafood,4.5,$$,37.7998,-122.40832,"['Came here on a week night for a birthday dinner and was not disappointed. There was live music at a near by restaurant so opted to sit outside and were...', ""I've been looking forward to this restaurant since they opened. Service is speedy and friendly. \n\nWe ordered the salmon and scallop crudo. Fish market..."", 'Not quite sure what I expected, maybe I was thinking it would be more wooden interior and old school vibe, but what we got was better! The main server, just...']",4.5,
Plain Jane,476,Breakfast & Brunch,4.5,$$,37.75497,-122.4235,"['Came on a Friday morning and there was no wait! Was seated right away and got our drinks. I loved the blueberry Bellini moonshine.\n\nEveryone enjoyed our...', 'Cute spot. Great service. Quality is good. It is exactly what you expect in the name. Nothing revolutionary.\n\nHad the smoked duck breast and monte cristo...', ""I had one of the best brunches ever at Plain Jane's this past weekend. \n\nThe food was delicious, and tasted freshly made. I highly recommend you get a few...""]",4.5,
Souvla,475,Greek,4.0,$$,37.76082,-122.42181,"['I could honestly eat the chicken salad at Souvla everyday because is it THAT good -- a winning combination of crisp greens, fresh fennel, refreshing navel...', ""There's something to be said about consistency and Souvla is consistently pretty ok except their frozen Greek yogurt, which are consistently excellent! \nThe..."", ""$20 for a vegan lamb sandwich?! Where's the rest of the meal? I mean it was tasty, but ffs, I'm still hungry and out twenty bucks. \n\nTaste 5 stars\nValue 1 star""]",4.0,
Taqueria Los Mayas,474,Tacos,4.0,$$,37.7828267189761,-122.462883666158,"['Hip, trendy Mexican food.  Real meals, not a fast food place.  Beer and wine.  Casual, but you could bring a date here.  a dinner here will be close to $20...', 'Chicken plate.  Incredible!\n\nI am in the Richmond today and stumbled upon the most amazing Mexican restaurant.   The chicken is made in a stew of sorts with...', 'My favorite taquiera! The absolute best food, great quality, and wonderful flavor. LOVE! So refreshing, delicious and just a 10/10!']",4.0,
Akira Japanese Restaurant,472,Japanese,4.0,$$,37.78846,-122.42421,"['Absolutely loved everything about this restaurant. Akira is located in a very unassuming place on Bush st, a few blocks away from Japantown. The restaurant...', 'Came here on a Wednesday with a party of two around 6:30. We walked in without a reservation and sat right down. We were craving sushi and were excited to...', ""It's become a routine to treat ourselves to Akira at the end of a long work week. Their staff are so sweet and always greet us warmly like old friends....""]",4.0,
DragonEats,469,Vietnamese,4.5,$,37.77837083502202,-122.42315039211708,"['Dragoneats is like our favorite banh mi place in SF so far because the bread alone is amazing (is this acme??). We fell in love with their location in Soma...', 'Decent grab-and-go banh mi sandwiches, on ""colorful"" Haight St.  ~$9 each, with long jalapeño slivers rather than circles (props, as slivers should be how...', 'Summary: If you want a standard banh mi, this place might not be for you as they have a slightly elevated, non-traditional take. I pass their memorable...']",4.5,
jū-ni,465,Japanese,4.5,$$$$,37.77653,-122.43883,"[""We came here 4 years ago so I can't recall the names of the dishes that well, but to the day this is still my top 3 omakase experience, and I've been to..."", 'This is my new favorite omakase restaurant. The fish they used were so beautiful, I was simply admiring them as they were given one by one. The taste was...', 'If only I won the most recent Mega Million(billion) I will come to Ju-Ni more often.   My friends and I have been meaning to come here since before the...']",4.5,
Marcella's Lasagneria,463,Italian,4.5,$$,37.7580376,-122.3890908,"[""I'm blessed to work next to here. I live in north beach and have tried a lot of SF Italian food, Marcella's is one of the best in the city. The staff and..."", 'Fantastic service by John and delicious food! It was chilly so I hesitated eating here, but wanted to eat it fresh so we got a table outside and he got us...', 'AMAZING!!! One of the best restaurants in SF. I was grinning ear to ear after we finished eating. I literally ate every single bite and left no crumbs.\n\nWe...']",4.5,
The Pawn Shop,460,Speakeasies,4.5,$$,37.781102416684746,-122.40836138075936,"['Great food. Drinks are strong and not bitter nor too sweet! Definitely coming back more', 'Such a cute and fun concept! We were asked to pawn something off to enter (could be an item or even a joke), so might be fun to come prepared. \n\nThe vibes...', 'soma 993 mission st location...look for the large red neon sign ""money loaned""...had no idea what to expect...entering and finding a mini-pawn shop...odd...']",4.5,
Horsefeather,459,Cocktail Bars,4.0,$$,37.774501,-122.437355,"[""Gorgeous restaurant and bar where you feel like you're in a greenhouse if you're sitting in the patio area - so fun and intimidate \n\nMy favorite was the..."", 'We came here on a weekend night with no reservation and were able to get seated at an outdoor table pretty quickly! I loved the vibe of the place - very...', 'Stopped by here for my birthday and loved the aesthetics, the plant walls were adorable and love that they have an outside part, semi outside part, and...']",4.0,
1428 HAIGHT Patio Cafe & Crepery,458,American (Traditional),4.0,$$,37.77036,-122.44596,"[""Came to have brunch here with the family to celebrate my daughter's birthday because she LOVES crepes. I ordered the lox bagel, hubby ordered the stuffed..."", ""I have been to the Height street so many times, but this is my first time coming to this place. I didn't hate it. The food was fast and lovely. The burger..."", 'Been here a couple of times and each time, the food has been fresh and delicious. Cute indoor seating and outside patio area (though, it can get quite hot)....']",4.0,
Kuma Sushi + Sake,456,Sushi Bars,4.5,$$$,37.7866996515778,-122.419766782189,"['We were greeted by Hiro and our chef was Man (I hope I spelled their names correctly) and it was my first time trying Omakase. From what my brother...', ""Had dinner with a friend on Friday. We walked in around 6pm, and didn't have to wait! Everything we ordered was fresh and delicious! We ordered Hamachi,..."", 'I got the chef choice as takeaway. It was great! \nThe spicy tuna roll was also a hit. Out of all the fish. I thought the salmon was best. \nLooking to dine...']",4.5,
Belly,456,Burgers,4.0,$$,37.78056,-122.48121,"[""Their food was pretty decent however I wouldn't frequent it. The workers were also nice and tried to be attentive which was nice. Not my favorite place but..."", 'Always see this place when passing on Geary, so we decided to get some for takeout and head to the beach! It was empty inside when we went in. We got fries,...', ""I was hopeful, maybe too much.\nBelly is very conveniently located on Geary and I have some of my favorite mom and pop's shops located around Belly...""]",4.0,
Nara,455,Japanese,4.5,$$,37.79088990871824,-122.42094463158011,"['Great food, the sushi was exquisite, it has been a while since we had such a delight with sushi. I have to say, this is not $$ it is more like $$$ or $$$$,...', ""Came here for dinner on a weeknight this week and had a great time! I came in already semi full so didn't eat a ton, but everything I did have was..."", ""Came tonight for dinner, was seated very quickly. Food was excellent, it's hard to choose a favorite... though standouts included the hamachi truffle and...""]",4.5,
Niku Steakhouse,452,Japanese,4.5,$$$$,37.769675768063806,-122.40351925075042,"['Excellent steakhouse. Great atmosphere and very knowledgeable /friendly staff. Good attention to detail in all aspects of the visit. Shoutout to Zia , Julio...', 'This review is a long time coming. Niku helped me create an absolutely amazing surprise anniversary dinner. Everything was perfect: the menu we created, the...', 'Milk punch review: \n\nNew milk punch!\n\nMoonlight in Vermont: gin, Islay scotch, cacao, honey, cereal milk\n\nCinnamon toast crunch milk! The flavors come...']",4.5,
opa cafe,450,Mediterranean,4.5,$$,37.783969,-122.441505,"['Great food and great service! \n\nThis place is close to my gym and has become a new staple in my routine. \n\nThe food at the mini mart has a great selection...', ""Excellent prices. Hearty portions. Delicious food. Quick and accommodating service. Check, check, check, check. \n\nLook elsewhere if you're looking for an..."", ""Few things make me happier than a sausage breakfast burrito from opa cafe when I'm hungover :) The burritos are large, ingredients are well proportioned,...""]",4.5,
Mr Szechuan,449,Chinese,4.5,$$,37.74331,-122.47544,"['One of my favorite Chinese restaurants in SF. They are called Mr Sichuan but offer a wide variety of Chinese dishes, from North to South China. \n\nTheir...', 'Ordered their dry spicy pot for delivery. For their dry pot, you can choose 2 meats and 4 veggies/other for around $25. We got the beef, sliced fish, fried...', ""Came here for the dry spicy pot as there aren't that many options for that in SF. \n\nPersonally thought the topping selection was lacking. The meat options...""]",4.5,
Dong Bei Mama,449,Chinese,4.0,$$,37.78057316959765,-122.47034882026904,"['Came here years ago with the family. Since then, they changed ownership. I didn\'t realize this since the English name ""Dong Bei Mama"" is the same. But, my...', 'We enjoyed everything we ordered and I was impressed with the flavors of the Dongbei region of China, completely unique to my palate.\n\nThat being said, I...', 'There are couple of dishes that were worthy of the 5 stars. I liked the roast beef stuffed rolls that were very good ( although it could have used a bit...']",4.0,
Mamanoko,447,Japanese,4.5,$$,37.7999557,-122.4414378,"['""If I were to choose a \'last meal\', it would be everything on Mamanoko\'s menu"" - the dinner table quote which best sums up our experience \n\nThe food, the...', 'My experience here was incredible! The ambiance inside is so lovely, and the service is speedy. Our server was currently personable and kind. He helped us...', ""I came here with a friend for an early dinner. We had reservations and it wasn't busy, but if you're planning on going during prime hours, I would...""]",4.5,
Osmanthus Dim Sum Lounge,442,Cocktail Bars,4.5,$$,37.79819,-122.40569,"['Amazing food and customer service! Food was fresh and delicious. The restaurant was very clean, they accommodate animals. The serving staff provided my dog...', 'Like with most places in SF, parking is either meter or a nearby parking lot. \n\n\nThe interior of this restaurant is quite spacious for SF and the atmosphere...', ""Interior is very spacious and well-decorated. We were seated right away. The establish's style seems to cater to Western folks and because of that, it did...""]",4.5,
El Rancho Grande,442,Mexican,4.0,$$,37.77752,-122.43859,"['The food is really good. But the customer service sometimes is very trashy. \nI got a lots of attitude from the person who took my order just for asking for...', 'All the food I have tried from here was really good. I have had the burritos, tacos and tortas which are my favorite. Every time I order from here I am...', ""Found this place after a giants game. Everything in the city closes too early know. \nWe were looking for sushi but decided I'm Mexican and we were not...""]",4.0,
Media Noche,441,Cuban,4.0,$$,37.76002,-122.42076,"['Deliciously tasty Cuban food!! Quick service too!! Came on a Monday afternoon and loved everything we got!! Great vegan choices!!', ""Came to Media Noche for a chill Sunday lunch.  Not too busy, so don't worry about seating. The process is that you order first and then find your own..."", ""A hidden gem in the mission district. I order from here when I'm craving healthy-ish cuban food. \n\nPros: Delicious bowls and massive portions. Ingredients...""]",4.0,
Hakashi Japanese Sushi Bar & Grill,434,Sushi Bars,4.0,$$,37.781481382384,-122.396296,,4.0,
Rose Indian Cuisine,431,Indian,4.5,$$,37.762469,-122.465914,"[""Simply put, we both thought this was maybe the very best Indian food we'd ever eaten - and we both have eaten a lot of Indian food!\n\nYummy gluten-free naan..."", 'Doordashed Rose Indian because was craving some good curry.\n\nHappy to say that all the foods ordered were delicious. The portions are pretty big, I made...', 'Ordered from door dash tonight. Ordered tandoori chicken, lamb Korma, lamb Rogan Josh, garlic Naan, and basmati rice. \n\nAll the food portions were on the...']",4.5,
Doppio Zero San Francisco,429,Pizza,4.0,$$,37.7767734,-122.4226963,"['Came in not expecting much but left amazed. Ordered the oxtail pasta and Margherita pizza with spicy chorizo (+4 dollars). The pie was great but this review...', 'If you like seafood. If you like Italian food. This is one of my favorite restaurants in SF. Located on Hayes and Gough streets, parking being tough around...', 'It was a cold and windy day and I actually walked into this place to actually use the restroom as I was walking back to my car. The waitress was kind enough...']",4.0,
Okane,427,Sushi Bars,4.0,$$,37.77039,-122.40269,"['WHEN: Thursday at 5:45pm \n\nTIP: the restaurant building is right next to the Adobe building on Townsend. It was a walk from 4 n King muni to Townsend. \n\nWe...', 'Okane...interesting choice to name your restaurant...it means ""Money"" in English. They do a good job of getting your money...the quality is up and down with...', ""I'm honestly in shock about how good and fresh this place was! My family is really picky about our sushi,  so I didn't expect us to like it that much. All...""]",4.0,
Matching Half Cafe,421,Coffee & Tea,4.0,$,37.777294112938,-122.44146193004,"['I really appreciate living near this cute cafe so I can grab my Monday morning caffeine and pastry; really keeps the serotonin levels up. They have free...', 'A cute little neighborhood coffee shop -- stopped by with a pal on a Sunday morning when I was in town for OSL and loved the vibes. They have plenty of...', 'I came here on a weekday to work with some friends. The space is a bit small but if you get here early you can get seats. There are a few outlets and free...']",4.0,
Tara Indian Cuisine,421,Indian,4.0,$$,37.7654084,-122.4312271,,4.0,
Richmond Republic Draught House,420,Burgers,4.0,$$,37.783021,-122.466229,"['Atmosphere is not that great\nTacos were good!  Juicy steak tacos. \nGreat salad and served as ordered\nPhilly cheesesteak sandwich was great especially with...', ""Time for a wake up call!\nCame in Sunday night watching football \n\nBeer selection 5* \nStaff 5* \nFood 2*\n\nThey were out of buns but didn't mention it to me..."", 'I was craving a burger on memorial day weekend and we came here on Saturday night around 6:30 and it was empty.\n\nFor some reason - I did not get a burger,...']",4.0,
Chomp N' Swig,414,Sandwiches,4.0,$$,37.78024,-122.47526,"['Bacon Butter Crunch sandwich with chicken tenders was delicious! \n\nGreat beer selection, service was awesome. \n\nThe bartender gave my wife and I free beers...', ""Our waiter was super nice and the sandwiches are good but not great. \n\nThey have a nice parklet outside, spacious, sunny, and there's a TV facing the..."", 'Make no mistake, the burritos are amazing, and huge. Just drove 45 mins across the bay to find out they only make their main items until 3pm. This is the...']",4.0,
Artesano,413,Latin American,4.0,$$,37.75970375256861,-122.38817344499208,"['Cute little restaurant hidden in the dog patch. The food was ok but the service was amazing.', 'Finding a dog friendly place to have a bite with a friend, Artesano popped up as a recommendation. Fantastic customer service, even though order is placed...', 'Tried this Peruvian spot and really enjoyed our meals!!! The prices are pretty fair (some more fair than others LOL). \n\nFor example, the Pollo Sandwich...']",4.0,
Breadbelly,410,Bakeries,4.5,$$,37.78275,-122.47439,"['Breakfast Sandwich: Bursting with flavors and unexpected ingredients. A unique twist on an American classic, the breakfast sandwich. Featuring pickled...', 'The concept is lovely the execution of pastries are top notch.  However, I felt their star ""Pandan Toast"" was too sweet for me and for $10 seemed a little...', '*3.5 stars, Came here on a sunny Saturday morning for brunch and line was ~15min long. No inside seating & bathroom available but there were plenty of...']",4.5,
Ushi Taro Ramen,410,Ramen,4.5,$$,37.7625462134757,-122.466102987528,"['We just tried this for the first time yesterday with our group of friends. Each of us got a different broth and got to taste a bit of each one. \n\nFor the...', ""It's good, but not anything super special besides the bone marrow. \n\nWent in for dinner because I was enticed by the bone marrow. The parking wasn't too bad..."", 'MENU AND FOOD: Ushi Taro Ramen serves up a list of ramen noodle soups and appetizers.\n\nSERVICE AND ATMOSPHERE: Service is quick and efficient. They have...']",4.5,
Saucy Asian,407,Korean,4.5,$$,37.76261,-122.43094,"[""I stopped in for Poke after the gym. I ordered the island poke with a mix of tuna and salmon. This was some of the most flavorful Poke I've ever had! I..."", ""Saucy Asian is the perfect, quick (and sneakily maybe nap inducing) lunch to pick up in the Castro / Dolores area. I've never been when there has been a..."", 'Have been here dozens of times and loved it.\n\nHowever, the last handful of times, the amount of food they gave has declined rapidly.  They are skimping on...']",4.5,
Alnico,404,Asian Fusion,4.5,$$,37.755952,-122.421328,"['10/10 for brunch!\n-Steak and Eggs is my favorite\n-Ube Hotcakes and sauce is sooo good :)\n-Double Smash Burger satisfies my cravings', 'Cute spot. I ordered the mini ube hotcakes and tater tots. Tots were really good, the hotcakes were good but a little overhyped. Service was horrible- took...', ""This place is A-M-A-Z-I-N-G I would totally recommend this place! Totally worth every penny! It's an asian filipino ish fusion cuisine with a touch of...""]",4.5,
Moya,404,Ethiopian,4.0,$$,37.776067,-122.414074,"[""Doesn't look like much when you walk past, but definitely make sure you don't miss this joint. Great selection for both beginner and seasoned fans alike...."", 'Pros:\n* Location is really convenient - almost a hidden gem \n* Good seating. Good vibes, elderly lady who runs the restaurant on her own (I think)\n\nCons:\n*...', 'Ordered delivery for lunch through UE, and food was packaged well and thoughtfully, with the à la carte entrées in their own generous packaging and the...']",4.0,
Izakaya Yoki,401,Japanese,4.5,$$,37.789884,-122.412317,,4.5,
Super Pan,401,Teppanyaki,4.0,$$,37.7806449,-122.4769401,"['So yummy super pan steak , Baked Chicken pan rice, staff so nice , place so clean! I love the bubbles milk tea, strong tea favour! Crispy tofu so nice too!...', 'It is one of my favorite place to stop by right afterwork. I love the different selection of drink you can pick from. \nWinnie the pooh is probably my...', ""Beef Pepper Rice -- it's sizzling hot so make sure you wait a bit before you eat! The meat is freshly cooked and the rice becomes crispy after letting sit...""]",4.0,
Lime Tree Southeast Asian Kitchen,397,Malaysian,4.5,$$,37.7827421185773,-122.468323160254,"['Kinda forgot about this place. Came here after a run yesterday. Satisfied all my cravings. \n\n- wings, perfectly crispy w/ a savory sauce that had a hint of...', 'T L D R: \n* Budget friendly\n* Mom and pop shop with casual ambience. Great, seemingly authentic Indonesian food\n* Dishes are very flavorful! My go-to are...', 'Delicious authentic Indonesian sambal terasi (sambal matang)!\nMake sure you ask for it every time you come here to eat.\nPut it on everything.\nI even bought...']",4.5,
Señor Sisig,393,Mexican,4.0,$$,37.757154,-122.421326,"['Señor Sisisg is the perfect fusion of Filipino and Mexican food. They take the flavors and proteins of Filipino food, which may be unfamiliar to some, and...', ""There is something here for everyone! I came here for lunch but also had tacos from a taqueria for dinner. I didn't feel like I ate the same thing though I..."", 'This was such a delicious try in Valencia. My boyfriend and I were trying to find a good place where we could take food to go and have a picnic, and Señor...']",4.0,
Rin's Thai Restaurant,393,Thai,4.0,$$,37.750947153706,-122.43860176587,"['I have only had their red curry with chicken but it was the best I have ever had! They make it with lots of vegetables which makes it even more delicious.', ""Overprice thai food that tastes similar to other places. I wanted to check out this place as it was close to home. It's a bit pricier than some of the other..."", ""Our family's favorite Thai restaurant in San Francisco !!! We go with the same set of dishes each time, although we have tried others in the past:\n\nCrispy...""]",4.0,
Tadu Ethiopian Kitchen,390,Ethiopian,4.5,$$,37.773497320774,-122.391527131952,"[""I've been going here for many years. Location is fantastic! The owner is very friendly. Always greets us with a smiling face, offers tea, samboosa, etc. The..."", 'Great value for portion size and is very delightful even at home. \n\nWe were in the neighborhood to walk our doggie and wanted to grab something to go. Tadu...', ""I've loved every Ethiopian restaurant I have tried across this country (+ both coasts!) so much so that I genuinely thought it was hard to make it bad (I...""]",4.5,
Pampanguena Cuisine,389,Filipino,4.5,$$,37.72707465742223,-122.43285231718036,"[""So so good. You feel like you're in their home having a home cooked meal. Chef came out and checked how I liked the food and was just really sweet.\n\nI got..."", 'My boyfriend and I had I an early dinner here after exploring SF and doing touristy stuff. We had the restaurant all to ourselves. We ordered Filipino beef...', ""When I moved to America, i've never had a good filipino food here until this day! Me and my friends visited SF and was craving for filipino food. We saw...""]",4.5,
Pearl 6101,386,Italian,4.5,$$,37.7838344,-122.4830463,"[""The cutest little restaurant for a cozy hangout or date night! While there is indoor and outdoor seating, I'd recommend getting a reservation beforehand..."", 'Came here for dinner on a Sunday and it was still pretty packed! \nOur server was super sweet and recommended a couple of their favorites. \nWe ended up...', 'Want an incredible place just a few blocks away. \nCame to Pearl for a celebratory dinner and this place was perfect. The service was excellent and we were...']",4.5,
Lucho's,386,American (New),4.5,$$,37.73193,-122.47434,"['Best place to get breakfast and they are very nice and fast I wish could ask the recipe for the housemade lemonade it was 10/10 for me and lunch burrito...', ""I don't know how it took me so long to know about the goodness that is Lucho's. It was a Sunday around 1pm a few months ago when my husband and I were..."", 'Very disappointed with the pilbil chilaquiles, yesterday. Got the works. It made the dish a mashup of ingredients, quite soggy. Could not savor the flavor...']",4.5,
Turner's Kitchen,386,Sandwiches,4.5,$$,37.763082,-122.424349,,4.5,
3rd Cousin,383,American (New),4.0,$$$$,37.73907,-122.41366,"[""I don't know where to start with this review. To highlight just the food would be a disservice to the environment that 3rd cousin and Chef/Owner Greg Lutes..."", 'We were so excited to try it for restaurant week and we were absolutely heartbroken when the whole experience fell short of what was expected. This is...', 'I wanted to like this place, but there were many things that were just mediocre haha. So me and a friend originally tried to come here during restaurant...']",4.0,
Go Go 7,380,Korean,4.5,$$,37.724133,-122.4566716,"[""First time ordering which was online, and this easily became my new Korean spot! I unfortunately didn't take any photos, but I ordered the Bulgogi Bibimbap,..."", 'My friend and I returned! We arrived when it was not so busy in the morning and were seated right away. The place gradually became packed. \n\nWe ordered: \n-...', ""One of my favorite takeout places. They don't deliver but it isn't that far from my house so it's fine. \n\nThe one time we ate in, service was a bit slow,...""]",4.5,
Bottega,379,Italian,4.5,$$,37.75472,-122.4212,"['What a great place to grab lunch/dinner with your friends!\n\nThe servers are friendly. It adds that extra pizazz when they come by to offer freshly grated...', ""Ok let's debunk the hype - is Bottega really worth it? I say YES. \n\n| v i b e |\nThe ambience is something I noticed right away. It feels airy with the big..."", ""I am dairy and gluten free... so why would I be posting a 5 star review? Well, it's because Bottega has gluten free pasta. Usually, gluten free pasta will...""]",4.5,
Radhaus,378,German,4.0,$$,37.80551,-122.43194,"['Wonderful quick eats and great beer/cocktail optoons! Jesus was an amazing server, super personable and attentive.', ""Rad-haus\nThe name says it all. Rad. \nthe beer is by the boot and the food is both seasonal and thoughtfully prepared.\nWhether you're in the mood for a quick..."", 'Came here with my brother during Fleet Week\nafter seeing this place highlighted on Check Please Bay Area. It was still early so we were just looking for a...']",4.0,
Toyama Sushi,374,Japanese,4.5,$$,37.780943,-122.459450103343,"['Great sushi \nGreat Service \nTasty bento boxes\nHas parking spot in front of restaurant \nBoss is chill and nice', 'Outstanding customer service and food was super good. Employees are extremely delicious and fresh, especially for the listed prices, definitely a steal!...', 'New favorite sushi place in SF! \nWow, my partner and I had the best birthday dinner here last night!! I was really grateful that we were able to get a table...']",4.5,
MAC'D,371,Comfort Food,4.0,$$,37.7962,-122.42211,,4.0,
